"STATE","state_fips","CONGRESSIONAL DISTRICT","DISTRICT ID","ERETURN14","ENEW14","EEIC14","EEICAM14","ECTC14","ECTCAM14","EACTC14","EACTCAM14","ECDCTC14","EEDCR14","ESLD14","EREF14","EREFAM14","EBAL14","EBALAM14","EDIRDP14","ERAL14","ERAC14","ESELF14","EPAID14","EVOL14","E1040_14","E1040A_14","E1040Z_14","ECEF14","EAGI0_14","EAGI5_14","EAGI10_14","EAGI15_14","EAGI20_14","EAGI25_14","EAGI30_14","EAGI35_14","EAGI40_14","EAGI50_14"
OR,41,Congressional District 1,"=""4101 ""","1,955",111,"1,955","4,319,668",506,"353,511","1,092","1,392,520",95,104,136,"1,876","7,057,919",79,"79,226","1,603",0,610,"1,098",747,110,869,865,0,348,187,345,409,246,237,192,148,96,89,0
OR,41,Congressional District 1,"=""4101 ""","4,345",151,"4,345","9,369,902","1,268","974,370","2,422","3,144,204",302,245,418,"4,201","16,001,987",143,"164,589","3,673",0,"1,389","2,692","1,494",159,"1,934","1,950",0,794,395,700,829,461,487,464,385,309,296,0
OR,41,Congressional District 1,"=""4101 ""","3,689",86,"3,689","7,802,486","1,103","852,521","2,042","2,781,545",265,231,343,"3,517","13,330,957",172,"149,803","3,026",0,"1,091","2,196","1,361",132,"1,865","1,488",0,851,390,542,626,400,384,376,338,325,295,0
OR,41,Congressional District 1,"=""4101 ""","1,878",58,"1,878","3,742,270",533,"416,937",955,"1,192,143",116,102,145,"1,784","6,350,101",93,"74,391","1,553",0,627,"1,142",650,86,888,772,0,381,190,336,351,212,189,188,166,127,112,0
OR,41,Congressional District 1,"=""4101 """,393,0,393,"851,847",111,"89,140",221,"300,532",0,0,21,379,"1,500,350",0,"13,464",331,0,120,240,150,0,178,178,0,83,36,75,69,50,34,39,27,26,34,0
OR,41,Congressional District 1,"=""4101 """,73,0,73,"155,417",9,"13,970",36,"42,437",0,0,0,68,"260,348",0,"3,357",63,0,22,37,27,0,43,26,0,0,0,0,0,0,0,0,0,0,0,0
OR,41,Congressional District 1,"=""4101 """,12,0,12,"17,863",2,"1,910",4,"4,959",1,1,1,11,"30,108",1,770,9,0,3,8,4,1,7,3,0,4,2,2,2,1,1,1,1,1,0,0
OR,41,Congressional District 1,"=""4101 """,406,0,406,"850,029",93,"81,920",217,"276,884",0,0,30,388,"1,426,701",0,"18,237",351,0,161,256,136,0,199,179,0,95,61,70,81,55,29,30,28,0,31,0
OR,41,Congressional District 1,"=""4101 ""","1,160",0,"1,160","2,623,493",367,"274,457",711,"900,497",64,46,73,"1,122","4,539,583",38,"39,783",998,0,466,723,395,42,460,581,0,159,112,169,209,145,126,121,106,95,70,0
OR,41,Congressional District 1,"=""4101 """,106,0,106,"190,047",9,"14,995",42,"54,506",0,0,0,96,"323,783",0,"8,111",78,0,29,64,37,0,45,45,0,25,24,0,21,0,0,0,0,0,0,0
OR,41,Congressional District 1,"=""4101 """,76,0,76,"137,833",9,"13,949",34,"46,649",0,0,0,72,"249,540",0,"4,288",64,0,31,41,29,0,34,32,0,0,0,0,0,0,0,0,0,0,0,0
OR,41,Congressional District 1,"=""4101 """,594,0,594,"1,179,128",167,"135,588",297,"400,985",37,30,56,562,"2,114,742",32,"18,790",489,0,202,388,192,0,280,262,0,119,67,85,116,60,52,47,65,58,43,0
OR,41,Congressional District 1,"=""4101 ""","1,216",38,"1,216","2,618,041",402,"305,591",696,"887,911",84,67,111,"1,167","4,523,576",49,"51,819","1,028",0,411,777,400,39,538,558,0,216,102,199,216,136,138,127,132,76,84,0
OR,41,Congressional District 1,"=""4101 """,207,0,207,"469,396",46,"40,127",115,"156,238",0,0,0,190,"767,160",0,"19,398",170,0,79,133,70,0,95,90,0,50,26,41,31,29,21,21,0,0,0,0
OR,41,Congressional District 1,"=""4101 """,59,0,59,"109,975",9,"8,894",24,"32,694",0,0,0,50,"160,176",0,"2,889",35,0,0,29,27,0,41,0,0,25,0,0,0,0,0,0,0,0,0,0
OR,41,Congressional District 1,"=""4101 """,240,0,240,"531,465",72,"64,896",140,"211,687",0,0,22,235,"961,675",0,"3,405",201,0,88,143,93,0,111,110,0,42,0,41,43,26,23,0,24,21,28,0
OR,41,Congressional District 1,"=""4101 ""","1,160",0,"1,160","2,368,210",289,"217,602",600,"816,971",56,36,69,"1,110","4,199,118",50,"42,467",927,0,444,771,368,21,443,549,0,211,126,216,248,117,117,99,79,80,71,0
OR,41,Congressional District 1,"=""4101 """,202,0,202,"426,495",59,"42,079",120,"145,562",0,0,0,187,"741,080",0,"8,964",157,0,57,121,74,0,115,72,0,53,0,32,30,28,0,0,0,21,0,0
OR,41,Congressional District 1,"=""4101 """,23,0,23,"53,383",7,"4,775",9,"16,751",0,0,0,23,"86,643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR,41,Congressional District 1,"=""4101 """,107,0,107,"193,638",27,"19,851",43,"62,096",0,0,0,96,"313,665",0,"6,729",76,0,24,67,40,0,57,32,0,31,0,0,23,0,0,0,0,0,0,0
OR,41,Congressional District 1,"=""4101 """,216,0,216,"470,154",68,"53,058",133,"169,875",0,0,0,206,"825,376",0,"5,953",187,0,79,151,59,0,92,102,0,40,22,37,32,22,26,0,0,21,26,0
OR,41,Congressional District 1,"=""4101 ""","1,245",32,"1,245","3,025,220",443,"340,618",805,"1,170,534",92,42,67,"1,222","5,320,877",23,"25,402",977,0,365,688,511,46,654,503,0,191,99,129,179,148,167,144,151,103,112,0
OR,41,Congressional District 1,"=""4101 """,367,0,367,"824,663",117,"90,777",207,"288,807",21,0,28,358,"1,392,492",0,"5,174",293,0,123,230,132,0,183,148,0,71,35,55,68,35,42,35,38,32,24,0
OR,41,Congressional District 1,"=""4101 """,203,0,203,"443,698",50,"41,197",112,"144,610",0,0,0,194,"722,581",0,"11,169",165,0,62,150,51,0,90,91,0,41,25,36,42,0,0,26,0,0,0,0
