"STATE","state_fips","ZIPCODE","ERETURN14","ENEW14","EEIC14","EEICAM14","ECTC14","ECTCAM14","EACTC14","EACTCAM14","ECDCTC14","EEDCR14","ESLD14","EREF14","EREFAM14","EBAL14","EBALAM14","EDIRDP14","ERAL14","ERAC14","ESELF14","EPAID14","EVOL14","E1040_14","E1040A_14","E1040Z_14","ECEF14","EAGI0_14","EAGI5_14","EAGI10_14","EAGI15_14","EAGI20_14","EAGI25_14","EAGI30_14","EAGI35_14","EAGI40_14","EAGI50_14"
AL,01,"=""35004""",800,0,800,"1,932,108",262,"207,812",488,"625,560",76,49,43,782,"3,411,895",0,"18,399",729,0,388,386,397,0,474,285,0,193,44,110,139,112,84,82,76,92,57,0
AL,01,"=""35005""",899,0,899,"2,436,659",226,"165,112",561,"687,284",71,69,34,887,"4,064,972",0,"10,404",837,0,552,356,528,0,541,315,0,213,43,119,200,146,98,111,81,57,41,0
AL,01,"=""35006""",250,0,250,"595,902",73,"61,715",146,"186,664",0,0,0,242,"1,047,177",0,"2,685",216,0,113,89,160,0,164,68,0,60,0,36,45,33,0,33,0,23,0,0
AL,01,"=""35007""","1,809",25,"1,809","4,588,863",478,"358,595","1,125","1,486,082",137,120,106,"1,744","7,540,819",63,"61,692","1,528",0,705,930,851,28,"1,104",597,0,513,118,273,396,252,191,165,151,124,130,0
AL,01,"=""35010""","2,469",36,"2,469","6,946,641",566,"380,250","1,582","1,919,522",195,112,66,"2,431","11,460,793",38,"33,585","2,257",0,"1,426","1,117","1,242",110,"1,124","1,219",0,371,158,399,523,428,340,265,173,108,72,0
AL,01,"=""35011""",96,0,96,"239,086",29,"21,150",54,"57,751",0,0,0,91,"413,034",0,"6,578",80,0,47,37,49,0,62,32,0,21,0,0,0,0,0,0,0,0,0,0
AL,01,"=""35013""",37,0,37,"108,545",9,"11,805",29,"36,841",0,0,0,36,"179,795",0,374,31,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,01,"=""35014""",501,0,501,"1,295,248",138,"93,492",295,"332,013",37,41,0,494,"2,219,743",0,"2,204",452,0,275,202,297,0,304,182,0,107,30,58,100,66,70,71,48,39,0,0
AL,01,"=""35016""","1,530",0,"1,530","3,735,777",363,"278,402",913,"1,130,348",77,55,41,"1,456","6,013,922",74,"49,010","1,343",0,642,512,970,48,867,565,0,456,169,254,307,229,153,127,99,78,107,0
AL,01,"=""35019""",248,0,248,"661,235",60,"42,579",159,"216,974",0,0,0,238,"1,078,905",0,"8,118",212,0,101,57,188,0,158,76,0,83,0,37,51,42,25,0,26,0,0,0
AL,01,"=""35020""","4,787",94,"4,787","15,494,571",846,"539,122","3,063","3,867,328",242,253,65,"4,744","22,982,057",43,"27,411","4,536",49,"3,460","1,154","3,559",74,"3,007","1,629",0,931,182,811,"1,381","1,012",522,343,273,182,81,0
AL,01,"=""35021""",45,0,45,"122,111",6,"3,870",25,"34,154",0,0,0,43,"194,134",0,178,39,0,24,0,28,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,01,"=""35022""","1,722",29,"1,722","4,729,992",370,"256,442","1,091","1,395,382",164,137,84,"1,674","7,743,288",47,"39,717","1,581",0,986,605,"1,080",37,"1,116",528,0,414,96,272,371,297,193,165,148,112,67,0
